,rating,title,Review_text
1820,1,Zero stars,Does not work. AT ALL. WITH ANYTHING. Total and compete junk. This is so bad I'm about to just swear off Amazon.
1821,1,This product doesn't work,"When one depends on a product that will save important data, this Seagate product doesn't even work. I tried to save some of my work materials and could never retrieve them or add any more. It makes a lot of sounds like there is something wrong with it and I barely used it. I had to buy something else. Pretty expensive for not being able to use it. Complete junk."
1822,1,It didn’t work on my macbook air,"In the description it says that it will work on Mac, but unfortunately I just received the item, connected to my MacBook air and it didn’t work!! So disappointed since I was going to send this to my mom, who lives in another country, in a few days! Now I don’t have enough time to replace it with another type of hard drive"
1823,5,Useable within a few minutes.,"I am so glad it this is easy to plug and play with external Hard Drives. When you plug it in, the Xbox will ask if you want to format it or just use it for media."
1824,5,So far so good!,Doing what it is supposed to on a desktop computer USB port. I run Steam and games from it and it's all right.
1825,3,Weak connector socket,The drive itself is OK but I use mine as a portable backup that I can store off site.Plugging and unplugging the cord about 80 times is enough to make the connection intermittent.This is the third one of these that did the same thing.Will not by Seagate again.
1826,5,Money Well Spent!,"Working great so far, it feels really good having your data backed up and secured. You feel so much safer that you have a full backup of your data."
1827,4,Easy of use,"Data Transfer was rapid, smooth and easy."
1828,1,don’t waste your money if you need accurate space,I bought the 5tb and it reads as 4.5tb. Missing 500gb is a lot.
1829,5,holds up great,"I purchased this several years ago, when my very old Mac (2012), started slowing down. I transferred all videos and pictures onto this and have no problem easily retrieving info from it."
1830,5,Super Recomendado,Mi hijo pudo guardar todos sus juegos del xbox. Fue muy útil
1831,5,No issues with product or seller,"I use this product to expand the number of games I can access on my PS4, and it works fairly well.Storage capacity not compromised and it always boots up fairly quickly"
1832,1,The corrupt storage,The storage kept getting corrupted and had problems since day one. Would not recommend
1833,5,Compatible with mac,"I plugged it into my MacBook and it automatically entered into a prompt asking if I wanted to back up everything on the computer. I clicked yes, and went to Outback Steakhouse to get some loaded fries. When I got back it was already complete (I wasn’t gone too long). I double checked to make sure that it copied everything over from my computer and it literally copy and pasted my entire system onto the device. This isn’t a fake 5 star review. I plugged it in, it backed my computer, and it was pain free… if that doesn’t float your 5 star boat I don’t know what will."
1834,1,Broke,Broke after 3 months of use
1835,5,comes with adapter,"Works great, i bought an adapter not knowing it comes with one. just an fyi"
1836,1,Seagate external hard drive,"I bought this portable drive thinking my photos and documents were stored in a safe place.... wrong, it turns out that after changing the portable drive to another computer the drive was not recognized and did not work.I lost all my documents stored on that device, I contacted the company that distributes them STX Seagate.com and their answer was that I have to contact Amazon for a solution or a replacement because the code number on the divise didn't match the code number they had,.Hahaha they offer frustration free, that's not true! so if you are going to buy this product I recommend you thinking twice before you lose your photos and folderssorry but I do not recommend it!"
1837,5,Double Your Workspace,"Or less, I dunno.Depends on the drives you have on the rig's base.For me it doubled the base area, which already doubled my other external area."
1838,5,It works but watcch out,This product is good for regular old gen games but do not try to use it for next gen games because it will keep having the move the games because they can't run from the external.
1839,1,No cord,"I don't know how it works because it didn't include a cord, very disappointed"
1840,5,worth it,it is worth buying a good product
1841,5,"Have to reformat for MAC, but otherwise worked fine.",Worked fine after I had to reformat foe a Mac
1842,5,GREAT PRODUCT,Product works as advertised.
1843,4,Used for PS5,So far so good. Easy setup on the PS5 and is working well. Time will tell.
1844,1,"no estoy satisfecha con la compra, ya que no funciona",EL PRODUCTO SOLO FUNCIONO1 MES Y JUSTO DESPUES DEL VENCIMIENTO DE DEVOLUCION YA NO FUNCIONA. NO ME PARECE JUSTO PAGAR TANTO PARA QUE EL PRODUCTO NO FUNCIONE.ME LO PUEDEN CAMBIAR? PORQUE NO ESTOY NADA SATISFECHA CON ESTA COMPRA
1845,1,Agonizingly SLOW.2 hours to do ~250GB backup.,"Not much else to say other than it is the slowest disk drive I've ever seen.This is the ""floppy disk"" of the 21st century.Learning for me:If there is no mention of read/write speeds in description, stay away from it!"
1846,1,TERRIBLE Company,This device worked for a total of 4 1/2 months and died. The company wants to charge me to ship it back to them and then they will replace the device. Do NOT buy Seagate products if you don't want to spend a lot of money for crap products that they don't stand behind. The company is HORRIBLE.
1847,5,So many...,What's not to love? I have several of these for my laptop and consoles. Great price and easy to use. Highly recommend
1848,5,Fast drive and easy to set-up,I bought this portable drive to keep photos and other important data.It downloaded my tons of photos very quickly from my 9 yr old computer qnd other things I didn't want to transfer to new computer.
1849,5,Needed to download pictures and YT videos. Plenty of storage for the price.,"YT video, photos"
1850,5,As expected - good value,"Worked as expected. Was a good value at the time, but memory prices and capacities have changed a lot since I bought this."
1851,5,Reliable Storage,"Very essy from out of the box to using as storage. Can’t speak to longevity yet, but expecting it to be good."
1852,5,Great product worked perfectly for what I needed,Great product to store videos and pictures very easily. Would for sure recommend
1853,4,If only it had a usb c cable...,It is fast but I wish it came with a usb c cable.
1854,5,The amount of storage in such a small device,the device is used to store videos to keep my desk top uncluttered.
1855,4,Good for a while,Lasted a year and a half then started to break down my whole xbox couldn’t even load games or ply any my xbox would turn off on its own because of it
1856,5,"Great cold storage drive, very good value","This is a great value for your dollar if you just need some cheap storage. I got one to back up the files on my desktop and to keep them safe in external storage. These are great for cold storage, meaning you won't need to access the files a lot. If you're editing, get a 7200rpm drive or an SSD. The speed on this drive will not be enough for video editing or photo editing. Very reasonable cost and plug and play usage makes it easy to use, though!"
1857,1,Stopped working after 2 months.,Stopped working after 2 months.
1858,5,Perfect,It's the right size to store all my games. Makes it easy to transfer games between my PS4 and PS5.
1859,3,"Mac users, be aware--this drive cannot be formatted APFS nor partitioned!!!","I am a Mac user (MBP,OS Monterey) who bought this 2tB drive with the intention of partitioning it and using one partition as a backup boot drive, the other for storage backup.Turns out this drive cannot be partitioned and cannot be formatted APFS using Disk Utility, thus making it useless as a backup boot drive for the current Mac OS.I have kept it for storage backups, but I would not have purchased it had I known the above!"
1860,4,"Great product, but...","Appeared to be advertised that this could be used to backup pics off a phone with. It was not. It required that they be air-dropped to a MacBook, and then transfered againto the HD. Normally no big deal. But it has been a big deal since the photos number in the thousands!"
1861,5,easy as pie,Got this for my iMac. Plugged it in. Pointed the time machine at the drive. Walked away. Easy peasy
1862,2,"I thought it was good for a minute, then pooped out after a month.","I bought this storage for my XBOX Series S, and at first it was working great. I had no problem up until one night where it started sounding like a quiet car honking repeatedly. When I turned on my XBOX, the storage wasn’t connecting, and my games weren’t displaying. I watched countless YouTube videos and read dozens of comments basically saying it was fried. Ridiculous. Don’t buy this, folks. Waste time and money."
1863,5,15,Good lots of memory space
1864,5,So Far So Good. Works Great,Had it a few months now. It worked great out of the box and has shown no issues to date. I don't bring it a lot of places and it mostly stays on a shelf out of the reach of children. Might get another one. Good product!
1865,1,Crashed,As soon as I loaded my last file it crashed and my laptop was no longer able to detect it. I have irreplaceable photos and files stuck on here.Do not buy
1866,5,Easy to install/use,For all the rented games
1867,5,Need more disc space?,"I use a couple of cameras attached to my aircraft and the cameras create very large video files.I was running out of hard drive space on my desktop PC, so I added the Seagate drive.They are available in different capacities but I got one with 4TB of capacity.It plugs into any USB port and configures itself in seconds.No more storage issues for me and files transfer as fast as whatever USB port you plug in to.Fantastic product!"
1868,1,Recieved Refurbished,No official Seagate packing exactly as a refurbished product would be
1869,2,It stopped working,Bought this as an Xmas present for my son for his PS4. 5 months later he is telling me it no longer works.
1870,5,Perfect as described,Plug and play. Works with no issues.
1871,5,Works great with my Tablo,I love how easy it was to set it up with my Tablo
1872,1,Stopped working,I purchased this hard drive to backup files for work. It just crashed on me & I am currently on the phone trying about to be charged thousands of dollars to get data recovery on something I haven't even had for 6 months. DO NOT PURCHASE. Its cheap & faulty. Horrible quality and very sensitive. I did not drop it anywhere or damage it in any way. It just sat on my desk. Should get a refund what a waste of money not to mention all the files that are lost.
1873,5,Works with Xbox one,"I use a paper towel as a shock absorber. Maybe a cut portion of mousepad would be better. Still reads well. I have had it not read maybe twice before, but it really hasn’t been an issue."
1874,1,Not Compatible with a Mac,This hard drive is NOT compatible with a mac. The cord won't even fit. Don't purchase if you have a Macbook Air.
1875,1,stopped working,it stopped working on my xbox after like a day
1876,5,Excellent,Excellent
1877,5,DOES NOT WORK FOR PS5,DOES NOT WORK FOR PS5 WHOEVER ON HERE SAID IT DOES NEEDS TO SEEK MENTAL HELP ASAP DOES NOT RECOGNIZE ITEM
1878,4,its not fully 1GB,came with only 934 GB idk where the other 66went
1879,1,It broken after a year,I bought this item 2 times and it broke after a year and I lost all my pictures and progets. I will never buy this brand again.
1880,5,No problems,"I use this as a time machine backup drive for my Mac. The drive is about the size of a deck of cards and plugs into your computer using (the provided) 10 inch USB cable. It works great and it has lightning fast data transfer speeds....but....WARNING - this drive is designed to use newer technology USB 3.0I have a newer mac so it works incredibly well. But when I plugged it into my video monitor, which has USB 2.0 jacks, the data transfer speed dropped tremendously. Note that it still will work, but you don't get the lightning fast speed."
1881,5,Great product,Works well
1882,1,Two defective drives,Two drives in a row were defective out of the box
1883,1,NOT FOR MACS,doesn't work w Macs - listing states that it does
1884,4,Hard drive,Works as it should
1885,1,Stopped working,This hard drive has stopped working after just a few months. We haven’t dropped it or anything.
1886,5,Great,This helped greatly with my gaming PC it gave me so much more storage for games to be downloaded! Would buy again!!!
1887,5,Wow..well made hdd,Perfect hdd for backup
1888,1,"Corrupted after only one use, will not purchase again","Selected this external drive based on a series of positive reviews. Unfortunately, after one use (loaded a total of three small video files) this device will not open, receive a corrupt message when attempting to access. Will be contacting Amazon for a refund, am definitely NOT interested in a replacement from the same company. Word to the wise: focus on the negative reviews, grin."
1889,5,All the space you need for a great price,"Love the quick speed and all the space, at a great price and high quality, all in a compact shell."
1890,5,Excellent Value,excellent drive for the $$$
1891,5,This so good,None at this need longer time using but had this brand before and work great!!
1892,1,Mac User Didn't Allow Downloads,Didn't allow downloads on my MacBook.
1893,1,Does not work on Mac,As title
1894,1,fing sucks,THIS IS THE WORST DEVICE EVER!!!!! it started making ringing noises after I bought it not too long ago and it uninstalled everything. JUST AS USELESS AS YOUR MOMMMM!!!!!!
1895,1,Nothing but trouble,"At first, the hard drive worked with my Asus computer. Then it didn't. I'd insert it into the computer, the computer would recognize it and open up windows file explorer, then randomly stop recognizing the drive existed. If I tried to transfer anything, it froze and then disconnected. Sometimes it started working again, but after transferring something, it started acting up again. I thought it was the Asus because the drive still worked on my very ancient Toshiba laptop, and then it worked on my new MSI... until today. I inserted it into the MSI and the computer didn't acknowledge it's existence. The Asus acknowledged it today, allowed me to transfer some stuff, and then started freezing up and disconnecting when I tried to do anything more. Now it's not connecting at all again... I'm really disappointed. I heard Seagate was a good, reliable brand."
1896,4,"Great Buy, just had to reformat for mack","Easy to do, here are the instructions, but not what I bought. Connect the thumb drive to your Mac. Launch Disk Utility; press Command+Space then type: disk utility. Select your thumb drive in the Disk Utility window, then click the Erase tab. In the Format list box, select ExFAT, enter a Volume Label if you want, then click Erase."
1897,1,DO NOT BUY Hard drive stopped working with little use,"I transferred all my photos to this external hard drive in July and August of 2021, right after I purchased it.The hard drive has sat on a temperature controlled shelf ever since.I plugged it in to access my photos in May of 2022 - less than a year later - and the hard drive doesn't work.It just makes a beeping noise.I've tried it on multiple devices, and it's a no go.I remember reading a few reviews on this product mixed in with the good ones warning that the hard drive wasn't any good.I wish I had listened.I lost a lot of valuable photos.Don't make my mistake!Buy a different hard drive!"
1898,1,No good if transferring movies from a DVR,I'm on my third now. When you transfer movies it will keep letting you transfer but after a point you can't find the latest you transfered but they are there you just can't see icon/thumbnail for the movie. When you start deleting movie the missing ones star returning to the drive. This last drive the problem occured at 18% full.
1899,5,Hard drive,I ordered the 5 tb because I have over 50 games in I have 18 already downloaded to the hard drive with a few more waiting to be downloaded over I'm happy with quick easy to install straight to the point
1900,5,External hard drive,Works as described. Had to move all my files over and now using it as a back up.
1901,5,Easy to use,Quick setup and seems to work just fine.So far about 800gb and loaded and no complaints.
1902,5,Good Portable Disk,"This is my second Seagate Portable disk, both of them are excellent, no issues at all."
1903,3,Be sure to format.No power button.,"Would be great if it had a power button!Even though it’s cross platform, be sure to format before use.I didn’t before use and it had a problem mounting.Am using Mac."
1904,5,works great for PS4,"needed more room for my son's PS4 and plug it in, it formatted it and work fine as an storage extension."
1905,5,Lightweight 2T storage,It is small and light weight.I learned how to configure it using on youtube.
1906,1,Useless,Would not reccomend
1907,5,just like the description,its just as the description says :)
1908,5,Works as advertised.,Works well with my Xbox. Have for a long time now and no issues.
1909,4,Good not great,"I bought the 5TB hard drive because I had 4.73TB to back up, but this only holds 4.54TB.it should be called a 4.5TB hard drive.Other than that, everything seems pretty smooth.Files copy over decently fast. It's small and nice looking.It's very cool that it doesn't need a power cord."
1910,5,Great investment,This was a great investment! I my MacBook needed some cleaning up of old photo andvideo. It works out great the first time. My Mac needs an update and I haven’t had the time to backing it up again. It very user friendly. Ibarely made a dent on it and I transferred over 5K pictures!
1911,1,did not work,Never worked and unfortunately i did not use it untill after return period was closed
1912,4,It doesn't do tricks. Ask me in a year.,I'm bored. It just sits there.
1913,5,Good,Good product
1914,1,"Garbage, failed in 3 months. Listing may be something of a scam.","Drive failed in less than 3 months of use. I purchased in February and when the drive failed in May, I contacted Seagate support which told me that this drive has been out of warranty since December of 2021... I suspect very old drives may be getting sold here."
1915,5,Reliable 2TB USB Drive,Worked right out of the box. Used to move some files between my PC and laptops. A+
1916,5,Easy to use,Used for my Ps5 and love how it’s all plug and play
1917,5,Calidad y queja,Buen producto pero la ubicación de mi puerta no es esa y por poco tengo el robo de mis productos
1918,5,Easy use hard drive,Lots of storage at a great price
1919,1,Stopped working in the middle of using it,"I placed all of my backup photos, art, and files and I can't get in. My computer stopped recognizing the hard drive, though I can feel it working. :( It breaks my heart."
1920,5,Works for PS5,Needed to store some games and this did the job. Now I don't have to worry about storage capacity that most PS owners have.
1921,4,Can’t play Xbox Series X games off of it,I initially bought this drive as an external hard drive to hold my games on the Xbox Series X so that we wouldn’t have to uninstall & reinstall the games we’d like to play. Turns out you can only store many of the newer games marked “X|S” on the drive but not play them off of the drive. They’d need to be moved back to the internal SSD storage in the Xbox in order to be played. A bit disappointing but it makes sense. The drive works perfectly fine as a storage unit otherwise.
1922,3,Drive Write Speed,"This is really a nice drive with lots of storage space.That's the plus....However, I found these to be slower than a PNY 64 GB Flash Drive (3 times slower), and about 8-10 times slower than my conventional portable WD My Passport portable hard drive (using 3-1/2"" hard drive) using USB 3.0.But for the price, if you can get past the speed, with the amount of space, for the price, they are a pretty good choice for an automated backup system."
1923,5,Transfer speed.,Very satisfied.
1924,5,Great!,Nice storage for games.
1925,3,Doesn’t stay connected,"I bought this for my Xbox and every time I turn it on the games that are on this hard drive aren’t available. I want to be careful not to corrupt the device so I have to power the Xbox all the way down, unplug the hard drive, then plug it back in and turn the Xbox back on for the games to show upUpdate: I tried it with a different cord and it seems to be staying connected now. I only upped it to three stars because it was the cord that came with this hard drive that was not working, but the old cord is"
1926,5,Great for Xbox,My son loves itWas able to store all the games he’s been wanting to play
1927,5,All around pretty nice,"Ran out of space on my internal SSD so decided to buy this. So far for a couple of months, its ran fine and had no issues, and does its job well. The case part feels a little flimsy but isn't really a big deal"
1928,5,Disappointing,"5 stars but disappointing? Sounds counter-intuitive. The HD is 5-stars for performance, size and value, but can't corporate America do better in communicating to customers? HD comes with a ""Quick Start Guide"" -- which consists of showing a picture of the HD and how to connect it to the cable. In about 10 languages. Really? Then there is an .EXE file on the HD for further information. It states that Seagate HDs come unformatted. Also in about 10 languages. Only that's not true. It does come NTFS formatted. Finally, there is a year's Rescue support for free. And what's that for? Doesn't say. So you have a guide which is useless, information which is incorrect, and free support for some unexplained purpose. What's the point?"
1929,1,"Great initially, horrible over time.","I’ve had this drive for about two years and it was great for a while, then out of nowhere it stopped working and began clicking. It wouldn’t let me use any of the apps that i had on the drive and it doesn’t help that it unplugs WAY too easily."
1930,1,WARNING!! !DO NOT WASTE YOUR MONEY ON THIS !!!!,"I may have used this product ( Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC, Mac, PlayStation, & Xbox) for 3 HOURS TOPS !!!!!! and it crapped the bed.Right in the middle of a backup it stops taking data and starts beeping.I've had this experience once before (and it just so happens it was another Seagate product) and I know it's not a good thing. Tech support is useless......,obliging but useless. Went through all their little downloadable testsonly to find out it was a ""fatal equipment failure"" I discovered through Windows diagnostics. It is still under warranty, so thankfully, hopefully, i will be able to recoup my ill spent dollars, and research my next purchase a little more. I bought this on the name Seagate and their reputation, but not again."
1931,5,Works as expected,I was impressed with how easy it was to use. Had a spare SSD drive from an older computer. Installedthe drive in the case and then installed the case in an open 3.5 slot. Boot up was flawless - the PC saw the newly added drive with no problem.
1932,5,Great size for what it stores,Coming off the cloud to a more secure and less costly storage that this provides.
1933,5,Works with XBOX SERIES S,"My boyfriend bought this for his Xbox series S, and it worked perfect. No issues at all, and it was cheaper than other hard drives. So it’s a win."
1934,5,Great product,Great product.No trouble connecting to laptop or PlayStation.
1935,4,It’s easy to setup,I love how it’s easy to use and so portable all in all very good item
1936,5,Durable,"Although not a verified purchase, bought 2 from costco, they are durable. I dropped mine like 3+ feet and thought I broke it, but it still works. Though I do not recommend dropping to test it."
1937,5,Useful,This is beneficial to me for general storage and for backup use.
1938,5,Great hard drive so far….,I purchased this hard drive for my Xbox series X and so far it’s working great! I’m very happy with it.
1939,4,First timer,Superfast using Usb-c cable.
1940,5,Fast Downloading,"Small, portable, and very quick to download onto this back-up drive.Happy with this purchase.Good value for the $$."
1941,5,Works great!,Works great for my ps4. I can finally download more games!
1942,5,Works like it's supposed to.,"Plug and play.Copied all picture folders over with a ctrl Cctrl V.Took 35 min for 22,000 files.Seems easy!"
1943,5,Great backup device.,Bought this to use as a super backup for my smaller individual backups. Huge storage for a compact size. No idea about tech support as it worked great.
1944,1,NOT compatible with Mac,Description is not correct.This is the STGX5000400 which is compatible with PlayStations and Windows. It is not compatible with MacOS.If you are looking for a MacOS compatible search for STHP5000400.
1945,1,Dont buy. Stopped working,"Do not buy this product, mine stopped working after only a few months after purchasing. Such a huge waste of my time and money to purchase a product that only operates as intended for an embarrassingly limited amount of time."
1946,5,Works great.,Product was a true plug and play. Works great.
1947,5,Great addition to my ageing TimeCapsule,"So far so good! Plugged into my 500GB TimeCapsule and no issues yet. Cheap way to add storage (although Solid State drive would have been the better choice, but $$$$)"
1948,1,Stops working at the end of the semester,It started beeping and would not be detected after roughly two months of use. This happened at the worst timing possible in the last weekend of a semester when I had projects saved on the hard drive that I could not access.
1949,5,Price is right,Small portable drive used for time machine on iMac. Won’t know about reliability for a while.
1950,3,good but stopped working,stopped connecting after a little more than a year
1951,5,Recommended,Great capacity rugged
1952,5,Seagate 2TB Backup,I ended up downloading the Wizard App. Super Easy!
1953,4,Easy to setup,Perfect for my needs
1954,5,Great add on,Great product. Easily used. Item as described. Fast shipping
1955,1,Under absolutely no circumstances should you buy this,"This device is absolute garbage. Right out of the box, the device immediately caused problems with my PC. The PC would run totally fine, the moment the hard drive was plugged in the PC would run so painfully slow and glitch out. The second the hard drive was disconnected, the PC performed as normal. I read several articles in how to fix this, none of them worked and while I was angry, atleast I had storage. Now, the thing refuses to work at all and I've lost hundreds of gigs of data. I was watching a video file when it all the sudden stopped working, then none of the files would load, now it won't even be recognized by any device I own. The hard drive will light up and then beep several times, I assume indicating that the device is corrupted. Easily the worst piece of tech I have ever purchased."
1956,3,"decent backup drive, but got slow","5tb model: Using this as a backup drive I was originally getting write speeds of around 120mbps tops over usb 3. Feels solidly built, cable is secure, a little thicker than I expected, it's closer to a half inch and thicker than a passport drive. After about a year for some reason it is only writing at about 30mbps. The wd black gaming 5tb external drive I have is writing at about 5x the speed and cost the same."
1957,3,Discrepancy 3.6 T instead of 4T bytes.,The product was ok and is working fine. The only thing isupsettingme is that I bought an 4T hard disk and my computer show that in reality is only 4.6 T bytes. WHY ?
1958,5,It works,It does what it needs to do
1959,5,Excelente,Fusiona muy bien
1960,4,"Good so far, but rather loud.","I need to find a sound dampener. - Also, it seems strange that my 8tb WD (red drive) seems to read faster, even though it's only 5400rpm. This Seagate drive being 7200rpm, should read faster than that, especially with 4tb's remaining."
1961,4,Confused!,Just confused as to why it wasn't a full 2tb I got 1.81
1962,4,"Hard to get working, had to format to exFAT using Mac","Out of the box (formatted with NTFS), it was in a semi-working state where I could copy some files to it before it would slow down to less than 3MB/s then freeze up (tried on Ubuntu leaving it transferring overnight and it never finished and Windows 10 as well). Reformatting to NTFS didn't fix anything.The fix was to format it to exFAT. I did this using Disk Utility on an Apple computer."
1963,1,Very slow write speed,I am did appointed with this drive. I have a 1TB Seagate HDD that works fine but this drive was awful. At times the write speed dropped to less than 20kb/sec. I can't tie up my computer for days waiting for abackup to complete. I should have read the other 1 star reviews before buying. I'm going to return this as it's useless for me.
1964,5,Portability !!,Ideal storage device
1965,5,RELIABLE STORAGE,"For years I have depended on Seagate hard drives to store my digital files, movie, music, and more. Whilst these Hard Drives need an upgrade in terms of speed and I would like to see SSD availability in higher capacities, these drives have been my go-to storage for more than 2 decades. Every Western Digital drive I have ever owned has failed - Seagate has always worked! These are the ones to get if you're serious about storing your data."
1966,4,The Replacement,My Time Machine HD went bad - Replaced it with this one - Setup was easy and away it went.
1967,5,Love it,"We love this product. My son can put all his games on it, so that he can have space on his computer. We are very happy with it."
1968,4,Doesn't like my USB 3 Ports,"This drive works fine when plugged into my USB 2.0 ports on the back of my computer, but when plugged into the USB 3.0 ports on the front of my PC, it causes the PC to crash and reboot in a loop. While I suppose it could be the ports, I've never had an issue with any other USB 3.0 device in those ports.I just leave it plugged into the back of my PC, since it is used for backup, primarily."
1969,1,Expect it to break soon,"I did a back up once around the time i bought this thing (July 8, 2021).Haven't touched it since.Til today.Now it can't write new data to the disk.Not happy about it."
1970,4,Size,"So far I like it, never needed Tech Support"
1971,5,Was easy to install on my grandsons playstation 4 and to move games over..,"Easy to hook up. Small and portable.No problems with it , would buy it again ."
1972,5,Easy to use,I’m not a techy but find this user friendly. No glitches
1973,4,False advertising!,Says it's 4 tb but really it's 3.6 tb!
1974,5,Very good,"Very good choice if you want a cheap alternative to a hard drive that you would put into your device, my only complaint is it unplugs really easily but I put it in a spot where nothing can mess with it so it doesn't unplug"
1975,4,Decent,My husband ordered this for his ps4 and he says it has really good storage and can hold a lot. It’s easily portable and nice to have
1976,4,Good 2TB External but….,"Great external 2TB of storage but when it comes to using for Xbox or PS5 it’s not. It will store and hold the downloaded games but will not play from them. You’ll have to download your games again to the internal storage of your game console because it’s not a fast enough connection to play directly from the hard drive. But if your looking to just use for storage, it’s a good buy for the price."
1977,5,I like it,"Does what it needs to. A lot of space, no problems with it so far. Used it for my Xbox."
1978,4,Works until it disconnects.,"I have this plugged into my Xbox and after about a month or 2 it will disconnect and I have to unplug and plug it in again. Not sure why this is happening. Other than that, it works great."
1979,2,"Worked fine, until it didn’t.","I bought this drive a little over a year ago to use as video storage for homemade movies. When I first got the drive, no problems were apparent. Great write times, great read times, and worked very well. After about six months it started to slow down quite a bit. After around a year it started to randomly stop and become extremely slow. “Device failed due to hardware error” was the most common message I would see. A few days ago the drive completely gave up, and if I plug it into any computer it will freeze the whole system and I have to pull the plug from the back. I had around 6tb of videos on it. Luckily I had a backup drive as well as backblaze to which I will hopefully use to recover the data, but I won’t be buying this again."
1980,5,Complacido,Hasta ahora ha estado funcionando muy bien.Llegó rápido y en perfectas comdiciones.
1981,5,Does what’s supposed to do and works with the PS5,Just plug it in and you’re done
1982,1,THIS SUCKS! DO NOT BUY!,This thing crapped out on me and was not even letting me access it
1983,5,Works right out of the box,this hard drive works well right out of the box.No formatting needed.Stores all of our videos and photos is compact and easily transported.Lightweight and efficient!
1984,1,NOT 18TB,Bought this for more storage space was disappointed that ordered a 18 TB and package says 18 TB but once hooked up is really a 16TB.
1985,5,Storage,"Absolutely love it, was only able to hold 2 games before now I can download the whole game store if I wanted to. 10 out of 10 everything runs smooth my games transferred really quick cod cold war is a 200+ gig game transferred in 20 minutes, super quick. Doesn't take up much space I highly recommend if you need storage"
1986,1,Does not work,"After 2 back to back items not working, I switched to another brand. First said that the start here was not installed properly. The second one missing it entirely. Not worth the aggravation."
1987,5,Fit the need,Great size and price. This is my second one.
1988,5,Perfect size and storage capacity,This is the second one I have purchased. It has a lot of space and is easy to use and take places.
1989,5,Compact but lots of storage,I purchased this HD in order to free up my iCloud and I still have plenty of space for more!!Its also nice to store valuable information and unplug from the computer so it can not be accessed
1990,5,Compact plug-in ready to go,"Affordable, reliable and surprisingly fast on USB 3. It's predecessor (unnamed) was slower and cranky and had to be redirected to other tasks such as backup to the backup. I figured a new backup would take about 24 hours; the Seagate did it in less than 6 hours (or even less as I went to bed)."
1991,5,Love it so much I have 2,"Scanning in photos from my whole family, this is great"
1992,5,Works fine.,Just what I wanted.Works good.
1993,2,This drive is NOISY.,"This drive makes a lot of noise. I'm using it as a Time Machine backup drive. However, I'm going to purchase something else for this as this drive is driving me crazy."
1994,5,Storage,Serves my purpose
1995,5,Excelente,Excelente
1996,5,Great For Mac Gaming,I use this and a usb adapter on my MacBook Pro and it works perfectly! A bit noisy but that’s all the cons really.
1997,1,Not for my ps5,I see some reviews is for ps5 not for myMy ps5 support until 8tb my coming whit 8.1tb and doesn’t work for me
1998,1,There are no directions and web site for Seagate is not helpful.,I have spent hours and still unsuccessful in saving files to this external drive.so frustrated
1999,1,Garbage. Stopped working a month after the 1 year warranty.,"This was the first Seagate HD that I have every purchased. I bought this HD for extra space on my PS4. There is a lot of reading/writing that happens when playing saved games off this thing, but if it can only handle 13 months of data transfer then it is useless and a waste of money. this will be the last time I waste my money on a Seagate garbage!"
2000,5,EXCELENTE,cumple con todo y a un excelente precio!
2001,1,Nonfuncitonal,Storage cannot be accessed from my computer. Selecting it in device management crashes PC. Not a functional item - look elsewhere.
2002,5,"Easy to use.,",Light and easy to use
2003,5,Pretty nice hard drive,It works with the Xbox serious s and it can store a lot of games and it’s easy to use and I transfer all my games to this hard drive and works great
2004,5,Worked perfectly for Xbox one,Easy to set up and works perfectly for Xbox one
2005,5,Good price,Love it
2006,1,WARNING: DOES NOT WORK FOR MACBOOK PRO!!,This does not have software for mac. It has an Exe file that needs Windows. They lie. they lie. Return ASAP.
2007,5,Purchased two,My two sons are avid gamers and had so many downloaded games on their XBox & XBoxOne. These are perfect for storage and the games downloaded very fast. Nice solution if you’re in to gaming and don’t want to delete what you’ve paid for.
2008,5,Works with Xbox one,"Worked with my Xbox one to store extra games , no issues or problems, just a long wait to sync at first but after that you are good to go!"
2009,4,"If they tweak there product a little bit, it would be great",I disliked that on the Xbox you have to unplug and plug it back in to read games properly. It happens quite often
2010,1,Not lasting,So I bought this for my Xbox series s and it was great .... well for the short time it last is only lasted 6 months before it broke internal and its not like I wasn't taking care of it so please don't buy.
2011,5,It's very efficient,I really like the speed.
2012,5,Great storage,"With many years of documents and such, I now have 3 of these and probably will get more. Great value."
2013,5,It's still working 6 months later,"The jury is still out on longevity. So far, it's working as intended, and is easy enough to access on my pc."
2014,1,Just Stopped working yesterday sitting on my desk!!!,That it stopped working!!!!
2015,5,Noice,"Does its job, havent had problems with it"
2016,5,Exactly what I was looking for.,Great item
2017,4,"It's a box, with a disc, that records things.It is what it is.",It is what it is.It does what it's supposed to do.Functional.Unremarkable.Good price.
2018,5,Ext usbdesk top hard drive,Good deal low cost per mega fast quiet like the usb3 ports in the front can always use more ports
2019,5,thank you,thanks. as advertised
2020,1,Can’t handle large file numbers,After loading the drive with thousands of small files the drive slows down and then finally disconnects. I have tried more than one of this model and had the same problem. I was able to find another brand that could handle the large number of files. This drive would probably be okay if backing up large size files but I can’t understand why it gets confused when loading it with hundreds of folders and thousands of files
